번호,도서관명,도서관홈페이지,상품종류,제목,저자,출판사,출판일,국제표준도서번호,보유 종수,공급사,대분류,중분류,데이터 기준일자
120,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,마흔에 읽는 쇼펜하우어 : 마음의 위기를 다스리는 철학 수업,강용수 저,유노북스,2023-09-11,9.79E+12,1,YES24,인문,서양철학,2025-08-22
121,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,마흔에는 재미있게 살아야지 : 얼굴도 몸매도 재미있어진 찐 마흔의 소소한 싱가포르 일상 이야기,서수란 저,홍익출판미디어그룹,2022-08-30,9.79E+12,1,YES24,시/에세이,에세이,2025-08-22
122,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,명탐정의 제물 : 인민교회 살인사건,시라이 도모유키 저/구수영 역,내친구의서재,2023-07-25,9.79E+12,1,YES24,소설,외국소설,2025-08-22
123,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,미래에서 온 남자 폰 노이만,아난요 바타차리야 저/박병철 역,웅진지식하우스,2023-09-13,9.79E+12,2,YES24,인문,인문학일반,2025-08-22
124,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,미래의 나를 구하러 갑니다 : 후회는 줄이고 실행력은 높이는 자기조절의 심리학,변지영 저,더퀘스트,2023-07-25,9.79E+12,2,YES24,인문,교양심리,2025-08-22
125,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,바다가 들리는 편의점 2,마치다 소노코 저/황국영 역,모모,2023-08-29,9.79E+12,1,YES24,소설,외국소설,2025-08-22
126,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,반드시 다가올 미래,남성현 저,포르체,2022-12-29,9.79E+12,1,YES24,과학/공학,지구과학,2025-08-22
127,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,반항인,알베르 카뮈 저/유기환 역,현대지성,2023-09-01,9.79E+12,1,YES24,소설,희곡,2025-08-22
128,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,발밑의 세계사,이동민 저,위즈덤하우스,2023-08-25,9.79E+12,2,YES24,역사/문화,세계사,2025-08-22
129,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,별일은 없고요?,이주란 저,한겨레출판,2023-05-18,9.79E+12,2,YES24,소설,한국소설,2025-08-22
130,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,보이지 않아도 존재하고 있습니다,김범준 저,웅진지식하우스,2022-11-17,9.79E+12,2,YES24,과학/공학,교양과학,2025-08-22
131,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,브랜드 설계자 : 구매 전환율을 높이는 19가지 브랜딩 과학,러셀 브런슨 저/홍경탁 역,윌북(willbook),2023-08-17,9.79E+12,1,YES24,경제/경영,마케팅/세일즈,2025-08-22
132,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,사라진 숲의 아이들,손보미 저,안온북스,2022-07-28,9.79E+12,1,YES24,소설,SF/판타지,2025-08-22
133,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,사랑의 도구들,유선경 저,콘택트,2023-06-27,9.79E+12,2,YES24,인문,인문학일반,2025-08-22
134,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,세 형제의 숲,알렉스 슐만 저/송섬별 역,다산책방,2022-12-01,9.79E+12,2,YES24,소설,외국소설,2025-08-22
135,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,수상한 초콜릿 가게,김예은 저,서랍의날씨,2022-10-28,9.79E+12,1,YES24,소설,한국소설,2025-08-22
136,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,슈퍼노멀,주언규 저,웅진지식하우스,2023-08-28,9.79E+12,2,YES24,자기계발,성공/처세,2025-08-22
137,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,아내를 위해서 월요일에 죽기로 했다,류현재 저,해피북스투유,2023-05-19,9.79E+12,1,YES24,소설,한국소설,2025-08-22
138,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,아무도 모를 것이다,정보라 저,퍼플레인(갈매나무),2023-01-26,9.79E+12,1,YES24,소설,한국소설,2025-08-22
139,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,아주 세속적인 지혜 : 400년 동안 사랑받은 인생의 고전,발타자르 그라시안 저/강정선 역,페이지2,2023-03-13,9.79E+12,1,YES24,자기계발,성공/처세,2025-08-22
140,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"아주 짧은 소련사 : 러시아혁명부터 페레스트로이카까지, 순식간에 사라진 사회주의 실험의 역사적 현장",실라 피츠패트릭 저/안종희 역,롤러코스터,2023-09-15,9.79E+12,1,YES24,역사/문화,세계사,2025-08-22
141,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어른의 태도,신재현 저,위즈덤하우스,2022-02-18,9.79E+12,2,YES24,시/에세이,에세이,2025-08-22
142,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,에세이즘,브라이언 딜런 저/김정아 역,카라칼,2023-08-28,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
143,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,여름기담 : 순한맛,"이주혜,정선임,범유진,전예진 저",읻다,2023-08-04,9.79E+12,1,YES24,소설,한국소설,2025-08-22
144,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,연남동 빙굴빙굴 빨래방,김지윤 저,팩토리나인,2023-08-09,9.79E+12,1,YES24,소설,한국소설,2025-08-22
145,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,오르세 미술관에서 꼭 봐야 할 그림 100,김영숙 저,휴머니스트,2022-09-01,9.79E+12,1,YES24,예술/대중문화,미술,2025-08-22
146,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,완전 배출 : 채소·과일·무첨가 주스는 어떻게 비만과 질병을 몰아내는가,조승우 저,사이몬북스,2023-08-17,9.79E+12,1,YES24,건강/의학,건강일반,2025-08-22
147,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,요즘 미술은 진짜 모르겠더라 : 난해한 현대미술을 이해하는 12가지 키워드,정서연 저,21세기북스,2023-04-28,9.79E+12,2,YES24,예술/대중문화,미술,2025-08-22
148,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,요즘 어른을 위한 최소한의 맞춤법 : 읽을수록 교양이 쌓이는 문해력 필수 어휘 70,이주윤 저,빅피시,2023-03-16,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
149,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"욕조가 놓인 방 : 소설, 향 리마인드",이승우 저,작가정신,2021-10-20,9.79E+12,1,YES24,소설,한국소설,2025-08-22
150,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,우리는 가상 세계로 간다 : 피라미드부터 마인크래프트까지 인류가 만든 사회,허먼 나룰라 저/정수영 역,흐름출판,2023-10-05,9.79E+12,2,YES24,인문,인문학일반,2025-08-22
151,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,우리도 문 정도는 열 수 있어,유키나리 카오루 저/주원일 역,제우미디어,2023-01-25,9.79E+12,1,YES24,소설,외국소설,2025-08-22
152,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,우리의 밤이 시작되는 곳 : 제18회 세계문학상 수상작,고요한 저,나무옆의자,2022-05-27,9.79E+12,1,YES24,소설,한국소설,2025-08-22
153,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,우리의 인생에는 그림이 필요하다,이서영 저,SISO,2022-07-29,9.79E+12,1,YES24,예술/대중문화,미술,2025-08-22
154,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,우주를 듣는 소년,루스 오제키 저/정해영 역,인플루엔셜,2023-05-23,9.79E+12,1,YES24,소설,외국소설,2025-08-22
155,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,우피치 미술관에서 꼭 봐야 할 그림 100,김영숙 저,휴머니스트,2022-09-01,9.79E+12,1,YES24,예술/대중문화,미술,2025-08-22
156,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,운동의 뇌과학 : 불안장애에 시달린 뇌과학자가 발견한 7가지 운동의 힘,제니퍼 헤이스 저/이영래 역,현대지성,2023-08-04,9.79E+12,1,YES24,과학/공학,생물학,2025-08-22
157,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,이주하는 인류,샘 밀러 저/최정숙 역,미래의창,2023-07-20,9.79E+12,1,YES24,역사/문화,세계사,2025-08-22
158,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,잘못된 장소 잘못된 시간,질리언 매캘리스터 저/이경 역,시옷북스,2023-09-05,9.79E+12,1,YES24,소설,외국소설,2025-08-22
159,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,정치는 어떻게 과학의 팔을 비트는가 : 기후 낙관론에 맞선 세계적인 환경과학자의 폭로,루이스 지스카 저/김보은 역,한문화,2023-09-11,9.79E+12,1,YES24,정치/사회,교육/환경,2025-08-22
160,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,지구 속 여행,쥘 베른 저/김석희 역,열림원,2022-07-01,9.79E+12,1,YES24,소설,SF/판타지,2025-08-22
161,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,집중력 설계자들,제이미 크라이너 저/박미경 역,위즈덤하우스,2023-09-05,9.79E+12,2,YES24,인문,인문학일반,2025-08-22
162,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,챗GPT 사용설명서 : 일주일 만에 대화형 인공지능 챗봇 완전 정복,송준용 저,여의도책방,2023-04-03,9.79E+12,1,YES24,경제/경영,경영일반,2025-08-22
163,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,처음 만나는 7일의 미술 수업,김영숙 저,빅피시,2023-09-14,9.79E+12,1,YES24,예술/대중문화,미술,2025-08-22
164,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,청년 주부 구운몽,강선우 저,고즈넉이엔티,2023-03-03,9.79E+12,1,YES24,소설,한국소설,2025-08-22
165,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,최민준의 아들코칭 백과,최민준 저,위즈덤하우스,2023-09-04,9.79E+12,2,YES24,가정/생활/요리,자녀교육,2025-08-22
166,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,하란사,권비영 저,특별한서재,2021-07-15,9.79E+12,1,YES24,소설,한국소설,2025-08-22
167,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,호흡의 기술,제임스 네스터 저/승영조 저,북트리거,2021-05-10,9.79E+12,1,YES24,과학/공학,생물학,2025-08-22
168,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,혼조 후카가와의 기이한 이야기  :  미야베 월드 2막,미야베 미유키 저/김소연 역,북스피어,2023-06-30,9.79E+12,2,YES24,소설,외국소설,2025-08-22
169,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,효기심의 권력으로 읽는 세계사 - 유럽편,효기심 저,다산초당,2023-03-03,9.79E+12,2,YES24,역사/문화,세계사,2025-08-22
170,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,힘든 일을 먼저 하라  : 자기 인생 자기가 망치는 미루기 중독자를 위한 최후의 처방,스콧 앨런 저/이희경 역,갤리온,2023-07-20,9.79E+12,2,YES24,자기계발,성공/처세,2025-08-22
171,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,이끼숲,천선란 저,자이언트북스,2023-05-16,9.79E+12,1,YES24,소설,한국소설,2025-08-22
172,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"80년대생 학부모, 당신은 누구십니까   : 우리의 미래를 좌우할 새로운 세대 발견, 더 하이퍼리얼 보고서",이은경 저,아워미디어,2023-04-19,9.79E+12,1,YES24,경제/경영,마케팅/세일즈,2025-08-22
173,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,90일 밤의 우주 : 잠들기 전 짤막하게 읽어보는 천문우주 이야기,"김명진,김상혁,노경민,신지혜,이우경,정태현,정해임,홍성욱 공저",동양북스(동양books),2023-07-21,9.79E+12,1,YES24,과학/공학,천문학,2025-08-22
174,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"AI 이후의 세계 : 챗GPT는 시작일 뿐이다, 세계질서 대전환에 대비하라","헨리 A. 키신저,에릭 슈밋,대니얼 허튼로커,김대식 공저/김고명 역",윌북(willbook),2023-05-03,9.79E+12,1,YES24,경제/경영,경제일반,2025-08-22
175,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"AI는 양심이 없다 : 인간의 죽음, 존재, 신뢰를 흔드는 인공지능 바로 보기",김명주 저,헤이북스,2022-08-16,9.79E+12,1,YES24,정치/사회,사회학,2025-08-22
176,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,개는 천재다,"브라이언 헤어,버네사 우즈 저/김한영 역",아카넷,2022-05-30,9.79E+12,2,YES24,과학/공학,생물학,2025-08-22
177,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,개발자를 넘어 기술 리더로 가는 길,타냐 라일리 저/김그레이스 역,디코딩,2023-05-29,9.79E+12,1,YES24,IT/프로그래밍,컴퓨터공학,2025-08-22
178,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"거인의 리더십 : 변화의 시대, 파워풀한 팀을 이끄는 리더의 조건",신수정 저,앳워크,2023-06-05,9.79E+12,1,YES24,경제/경영,경영일반,2025-08-22
179,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,고양이와 물리학,블라트코 베드럴 저/조은영 역,알에이치코리아(RHK),2023-06-23,9.79E+12,2,YES24,과학/공학,물리학,2025-08-22
180,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,공감의 배신 : 아직도 공감이 선하다고 믿는 당신에게,폴 블룸 저/이은진 역,시공사,2019-08-30,9.79E+12,1,YES24,인문,교양심리,2025-08-22
181,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,공부하고 있다는 착각,대니얼 T. 윌링햄 저/박세연 역,웅진지식하우스,2023-07-14,9.79E+12,2,YES24,인문,인문학일반,2025-08-22
182,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"괜찮아, 그 길 끝에 행복이 기다릴 거야",손미나 저,코알라컴퍼니,2023-05-19,9.79E+12,1,YES24,시/에세이,에세이,2025-08-22
183,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,교사의 말 연습 : 상처 주지 않으면서 할 말은 다 하는,김성효 저,빅피시,2023-01-18,9.79E+12,1,YES24,정치/사회,교육/환경,2025-08-22
184,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,그럴 수 있어,양희은 저,웅진지식하우스,2023-07-04,9.79E+12,2,YES24,시/에세이,에세이,2025-08-22
185,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,그림 실력이 좋아지는 치트 스킬,사이토 나오키 저/김재훈 역,AK(에이케이 커뮤니케이션즈),2023-07-14,9.79E+12,1,YES24,여행/취미,취미/실용,2025-08-22
186,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,꼬리에 꼬리를 무는 한국경제사,김정인 저,휴머니스트,2023-06-05,9.79E+12,1,YES24,역사/문화,한국사,2025-08-22
187,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,꽃길 상점가의 기적,쇼지 유키야 저/권하영 역,북플라자,2023-06-15,9.79E+12,1,YES24,소설,외국소설,2025-08-22
188,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,나는 앞으로 몇 번의 보름달을 볼 수 있을까,류이치 사카모토 저/황국영 역,위즈덤하우스,2023-06-28,9.79E+12,2,YES24,시/에세이,에세이,2025-08-22
189,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,나는 어쩌다 명왕성을 죽였나,마이크 브라운 저/지웅배 역,롤러코스터,2021-04-08,9.79E+12,1,YES24,과학/공학,천문학,2025-08-22
190,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,나르시시스트 관계 수업 : 엄마로 인해 무기력한 딸을 위한 회복 심리학,브렌다 스티븐스 저/이애리 역,유노라이프,2023-04-24,9.79E+12,1,YES24,인문,교양심리,2025-08-22
191,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,나를 다 안다는 착각 : 무의식은 어떻게 나를 뒤흔드는가,카렌 호나이 저/서나연 역,페이지2,2023-02-15,9.79E+12,1,YES24,인문,교양심리,2025-08-22
192,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"내일을 준 너에게, 마지막 러브레터를",고자쿠라 스즈 저/김은모 역,놀,2023-02-22,9.79E+12,2,YES24,소설,외국소설,2025-08-22
193,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,도시락과 강아지의 기웃댐,홍지영 저/정멜멜 사진,위즈덤하우스,2023-07-18,9.79E+12,2,YES24,가정/생활/요리,홈인테리어,2025-08-22
194,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,도파민네이션 : 쾌락 과잉 시대에서 균형 찾기,애나 렘키 저/김두완 역,흐름출판,2022-04-11,9.79E+12,2,YES24,인문,교양심리,2025-08-22
195,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,두 번째 인류 : 죽음을 뛰어넘은 디지털 클론의 시대,"한스 블록,모리츠 리제비크 공저/강민경 역",흐름출판,2023-06-22,9.79E+12,2,YES24,인문,인문학일반,2025-08-22
196,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,만조를 기다리며,조예은 저,위즈덤하우스,2023-06-30,9.79E+12,2,YES24,소설,한국소설,2025-08-22
197,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,맡겨진 소녀,클레어 키건 저/허진 역,다산책방,2023-04-26,9.79E+12,2,YES24,소설,외국소설,2025-08-22
198,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,매우 예민한 사람들을 위한 상담소,전홍진 저,한겨레출판,2023-06-30,9.79E+12,2,YES24,인문,교양심리,2025-08-22
199,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,메리골드 마음 세탁소,윤정은 저,북로망스,2023-04-27,9.79E+12,1,YES24,소설,한국소설,2025-08-22
200,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,메이드,니타 프로스 저/노진선 역,마시멜로,2023-02-07,9.79E+12,2,YES24,소설,외국소설,2025-08-22
201,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,몸으로 읽는 세계사,"캐스린 페트라스,로스 페트라스 공저/박지선 역",다산초당,2023-01-13,9.79E+12,2,YES24,역사/문화,세계사,2025-08-22
202,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,문밖의 사람 : 어느 소설가의 택배일지,정혁용 저,마이디어북스,2023-07-21,9.79E+12,1,YES24,시/에세이,에세이,2025-08-22
