번호,구분,상품번호,대분류,서명,저자,출판사,보유 권수,데이터기준일
1109,전자책,128719315,문학,맛있는 다정함에 대하여 : 사랑하는 사람들을 위해 요리할 때 행복이 차고 넘치는 사람의 다정한 밥상을 꾸려가는 일상 이야기,오지원 저,도서출판 별밤,1,2025-07-01
1110,전자책,124925616,가정과생활,맛있는 지중해식 레시피,"김형미,이지원,이승연,이돈구 저",비타북스(VITABOOKS),1,2025-07-01
1111,전자책,125906499,자연과과학,매스프레소 : 세상을 바꾼 수학 개념들,배티 저,애플씨드,1,2025-07-01
1112,전자책,125892804,자기관리,"매일 마인드맵 : 그리고, 생각하며, 성장하는 ’생각지도 다이어리‘",오소희 저,더디퍼런스,1,2025-07-01
1113,전자책,125101457,가정과생활,매일 숙면 : 못 자는 이유부터 잘 자는 방법까지,주은연 저,유노라이프,1,2025-07-01
1114,전자책,126521701,예술／대중문화,매일 스케치 식물 : Daily Sketch Series 004,연필이야기 저,더디퍼런스,1,2025-07-01
1115,전자책,124409422,예술／대중문화,매일 스케치 인물,연필이야기 저,마이북(더디퍼런스),1,2025-07-01
1116,전자책,125330163,어린이/청소년,매일 쓱 읽고 쏙 뽑아 싹 푸는 초등 한국사 : 초등 전학년 한국사능력검정시험 대비 가능,"김세은,한국사수험연구소 편저",시대교육,1,2025-07-01
1117,전자책,127255078,자기관리,"매일을 나아가는 법 : 해야 하는 일, 하고 싶은 일을 하며 매일 1%씩 성장하는 삶의 기술",김나헌 저,클랩북스,1,2025-07-01
1118,전자책,125996669,문학,매일의 감탄력 : 평범한 세상에서 좋은 것을 발견하는 힘,김규림 저,웨일북,1,2025-07-01
1119,전자책,125691738,가정과생활,"맨발걷기, 뭐가 맞는 거죠?",김정훈 저,망고나무,1,2025-07-01
1120,전자책,126123035,가정과생활,맨발걷기학 개론 : 무병 장수의 인류 건강학,박동창 저,국일미디어,1,2025-07-01
1121,전자책,124998933,인문／사회,맹렬 서생 노상추의 눈물 나는 과거합격기  : 제1권 청년 가장,김도희  저,제이에스앤디,1,2025-07-01
1122,전자책,124998934,인문／사회,맹렬 서생 노상추의 눈물 나는 과거합격기  : 제2권 활을 잡다,김도희  저,제이에스앤디,1,2025-07-01
1123,전자책,124998935,인문／사회,맹렬 서생 노상추의 눈물나는 과거합격기  : 제3권 급제를 쏘다,김도희  저,제이에스앤디,1,2025-07-01
1124,전자책,113493175,어린이/청소년,맹물 옆에 콩짱 옆에 깜돌이,이소완 글/모예진 그림,봄볕,1,2025-07-01
1125,전자책,114657832,자연과과학,머릿속에 쏙쏙! 미분·적분 노트,사가와 하루카 저/가기모토 사토시 감수/오정화 역,시그마북스,1,2025-07-01
1126,전자책,124259989,컴퓨터와인터넷,"머신러닝 엔지니어 : 머신러닝 (Machine Learning), 인공지능 (Artificial Intelligence), 데이터 분석 (Data Analysis), 딥러닝 (Deep Learning), 알고리즘 (Algorithm), 모델링 (Modeling), 예측 분석 (Predictive",씨익북스 편집부 저,씨익북스,1,2025-07-01
1127,전자책,125036701,인문／사회,먹는 우리 : 먹는 우리가 고민해야할 것들,"이용재,김남윤,송원경,이하림 저",중림서재,1,2025-07-01
1128,전자책,126309014,인문／사회,먹지 못하는 여자들,해들리 프리먼 저/정지인 역,아몬드,1,2025-07-01
1129,전자책,125312583,자기관리,먼저 퇴사해보겠습니다,도른자 저,미다스북스(리틀미다스),1,2025-07-01
1130,전자책,126803565,문학,먼지가 되어,김아직 저,사계절,2,2025-07-01
1131,전자책,128657851,인문／사회,멀어질수록 행복해진다,쓰루미 와타루 저/배조운 역,위즈덤하우스,2,2025-07-01
1132,전자책,124124204,경제／경영,"멀티제너레이션, 대전환의 시작",마우로 기옌 저/이충호 역,리더스북,2,2025-07-01
1133,전자책,125076242,장르문학,메리골드 마음 사진관,윤정은 저,북로망스,1,2025-07-01
1134,전자책,108179883,대학교재,메타버스 제페토 쉽게 따라하기 : 한 권으로 끝내는 제페토 사용법,주종민 저,진한엠앤비,1,2025-07-01
1135,전자책,128915509,자기관리,멘탈의 공식,그레그 하든 저/ 허선영 역,반니,1,2025-07-01
1136,전자책,131044954,문학,멜라닌 : 심사위원 전원 압도적 지지! 2024년 제29회 한겨레문학상 수상작,하승민 저,한겨레출판,2,2025-07-01
1137,전자책,109305492,자기관리,면접바이블 2.0 The Myunjub Bible,면접왕 이형(이준희) 저,얼라이브북스(alivebooks),1,2025-07-01
1138,전자책,124863008,인문／사회,명리 혁명 리부트 : 우리는 과연 팔자대로 살아가는 걸까?,허주 저,북랩,1,2025-07-01
1139,전자책,121812350,자기관리,명상과 함께 하는 삶,김지나 저,스노우폭스북스,1,2025-07-01
1140,전자책,125403749,자기관리,명상이 필요한 당신에게,경서윤 저,슬로디미디어,1,2025-07-01
1141,전자책,126728668,인문／사회,명예론,아이나 저,한국학술정보,1,2025-07-01
1142,전자책,129376797,가정과생활,"명의들의 스승, 그들",권순용 저,시공사,1,2025-07-01
1143,전자책,124737189,문학,명탐정의 창자,시라이 도모유키 저/구수영 역,내친구의서재,1,2025-07-01
1144,전자책,115843652,어린이/청소년,명태의 이유 있는 가출,"이성엽,국립과학수산원 글/정은선 그림",파란자전거,1,2025-07-01
1145,전자책,125541463,예술／대중문화,"명화의 탄생, 그때 그 사람",성수영 저,한경arte,2,2025-07-01
1146,전자책,126126410,가정과생활,몇 번이고 만들고 싶은 홈디저트,아이리오 저/임지인 역,시그마북스,1,2025-07-01
1147,전자책,115796693,자연과과학,모기가 우리한테 해 준 게 뭔데? : 절박하고도 유쾌한 생물 다양성 보고서,"프라우케 피셔,힐케 오버한스베르크 저/추미란 역",북트리거,1,2025-07-01
1148,전자책,128220913,컴퓨터와인터넷,모던 그로스 마케팅 : 비용은 최소화하고 매출은 극대화하는 생존 마케팅 전략,"최지연,조은태 공저",위키북스,1,2025-07-01
1149,전자책,123748623,컴퓨터와인터넷,"모던 리눅스 교과서 : 백엔드, 클라우드, 데브옵스를 위한 기본 명령어, 커널 등 최신 리눅스 필수 지식",마이클 하우센블라스 저/송지연 역,책만,1,2025-07-01
1150,전자책,124434630,컴퓨터와인터넷,"모던 리액트 Deep Dive : 리액트의 핵심 개념과 동작 원리부터 Next.js까지, 리액트의 모든 것",김용찬 저,위키북스,1,2025-07-01
1151,전자책,117963092,어린이/청소년,모두 열세 명 : 태국 유소년 축구팀의 경이적인 동굴 구조,크리스티나 순토르밧 저/이승숙 역,북극곰,1,2025-07-01
1152,전자책,128708905,인문／사회,모두를 위한 녹색정치 : 정책으로 본 독일 녹색당,"김인건,박상준,손어진 저",열매하나,1,2025-07-01
1153,전자책,125833561,자연과과학,모두를 위한 메타버스 3D 블랜더로 쉽게 게임(로블록스) 아이템 & NFT 만들기,이대현 저,광문각,1,2025-07-01
1154,전자책,111096281,장르문학,모두를 파괴할 힘,이경희 저,다산책방,2,2025-07-01
1155,전자책,126647638,국어와외국어,모두에게 친근하게 다가가는 생활 독일어 : Alltagsdeutsch,"이광숙,Ari Chung(정고은) 공저",탐구당,1,2025-07-01
1156,전자책,124839365,경제／경영,모두의 사업 1인 기업에서 100인 기업까지,김영진 저,유노북스,1,2025-07-01
1157,전자책,129376785,자기관리,모든 논쟁에서 승리하는 법,메흐디 하산 저/김인수 역,시공사,1,2025-07-01
1158,전자책,124989180,문학,모든 사람에 대한 이론,이하진 저,열림원,1,2025-07-01
1159,전자책,126593707,인문／사회,모비 딕 : 전면 개역판,허먼 멜빌 저/김석희 역,작가정신,1,2025-07-01
1160,전자책,128182260,인문／사회,"모험의 서 : AI 시대, 무엇을 배우고 어떻게 살 것인가",손태장 저/김은혜 역,위키북스,1,2025-07-01
1161,전자책,127086728,가정과생활,목공의 즐거움 : 쉰 넘어 대패를 처음 잡아본 문과 출신이 두서없이 풀어놓는 취목의 세계,옥대환 저,21세기북스,2,2025-07-01
1162,전자책,125542908,자기관리,몰입은 과학이다,데이먼 자하리아데스 저/박혜원 역,포텐업,1,2025-07-01
1163,전자책,124586917,인문／사회,몰입할 수밖에 없는 스토리 : 심드렁한 독자라도,에일린 쿡 저/지여울 역,윌북(willbook),1,2025-07-01
1164,전자책,125136561,자기관리,몸과 마음을 정화하는 감사연습,해담 저,지식과감성#,1,2025-07-01
1165,전자책,124576621,자기관리,무기가 되는 글쓰기,배작가 저,다산북스,2,2025-07-01
1166,전자책,124611039,인문／사회,무기가 되는 사교육,"예보경,이진희,이청하,홍창숙,정소흔 저",미다스북스(리틀미다스),1,2025-07-01
1167,전자책,128821087,자기관리,무기가 되는 생각법,변창우 저,세이코리아,1,2025-07-01
1168,전자책,125689119,경제／경영,무기가 되는 알고리즘 : 조직을 구하는 리더의 60일 업무 프로세스,도널드 밀러 저/유정식 역,윌북(willbook),1,2025-07-01
1169,전자책,124909352,문학,무뇌 변호사,신조하 저,네오픽션,1,2025-07-01
1170,전자책,123861237,문학,무명의 감정들,쑥 저,딥앤와이드,1,2025-07-01
1171,전자책,128766381,문학,무소유 (뉴에디션 증보판),김세중 저,스타북스,1,2025-07-01
1172,전자책,112331896,문학,무심히 인도,하진희 저,책읽는고양이,2,2025-07-01
1173,전자책,128212342,문학,무엇도 아닌 모양으로,김지원 저,카멜북스,1,2025-07-01
1174,전자책,126669476,인문／사회,무엇이 나를 행복하게 만드는가,"리처드 J. 라이더,데이비드 A. 샤피로 저/김정홍 역",북플레저,1,2025-07-01
1175,전자책,129121902,인문／사회,무엇이 삶을 놀이로 만드는가 : 상상을 현실로 이뤄 주는 타고난 창조적 힘에 관하여,스티븐 나흐마노비치 저/권혜림 역,불광출판사,1,2025-07-01
1176,전자책,128134850,자기관리,무엇이 인간관계를 힘들게 하는가 : 선을 지키기 어려운 이들을 위한 관계 처방전,장샤오헝 저/ 정은지 역,이든서재,1,2025-07-01
1177,전자책,119151364,자기관리,무조건 통과하는 공문서 작성법,이무하 저,비전코리아,1,2025-07-01
1178,전자책,127160100,경제／경영,무조건 팔리는 스토리 마케팅 기술 100 : 사람의 마음을 100% 움직이는 공감의 브랜딩,가와카미 데쓰야 저/ 최지현 역,동양북스(동양books),1,2025-07-01
1179,전자책,118625903,경제／경영,무조건 팔리는 심리 마케팅 기술 100 : 단번에 매출을 200% 올리는 설득의 심리학,사카이 도시오 저/최지현 역,동양북스(동양books),1,2025-07-01
1180,전자책,123688412,자기관리,무조건 합격하는 거꾸로 공부법,곽상빈 저,평단,1,2025-07-01
1181,전자책,126803569,문학,무지개 문어 : 이선주 장편소설,이선주 저,바른북스,1,2025-07-01
1182,전자책,125328789,문학,무탈한 하루에 안도하게 됐어,라비니야 저,애플북스,1,2025-07-01
1183,전자책,125906868,문학,묵시록 살인사건,니시무라 교타로 저/이연승 역,블루홀식스(블루홀6),1,2025-07-01
1184,전자책,124845673,컴퓨터와인터넷,문제 해결을 위한 알고리즘 with 수학 : 알고리즘 문제 해결에 꼭 필요한 수학적 지식과 사고력,요네다 마사타카 저/윤인성 역,위키북스,1,2025-07-01
1185,전자책,126670353,인문／사회,문제적 로맨스 심리 사전 : 사랑과 연애에 관한 모든 것의 심리학,"박성미,유지현,한민 공저",시크릿하우스,1,2025-07-01
1186,전자책,126982224,어린이/청소년,문해력 쑥 지혜 쑥쑥 옛이야기 : 문해력 확장편,한순 글/강나래 그림,나무생각,1,2025-07-01
1187,전자책,121551977,어린이/청소년,문해력 쫌 아는 10대,박승오 글/신병근 그림,풀빛,1,2025-07-01
1188,전자책,125101225,어린이/청소년,문해력을 높이는 중학 교육용 기초 한자 900자,편집부 저,미래주니어,1,2025-07-01
1189,전자책,115820281,어린이/청소년,문해력이 자라는 아이들  : 어린이의 어휘력을 키워 주는 동화,전병규 글/이예숙 그림,한국경제신문사(한경비피),2,2025-07-01
1190,전자책,124824078,경제／경영,문화의 중력,마커스 콜린스 저/이상미 역,시그마북스,1,2025-07-01
1191,전자책,125449255,인문／사회,"뭉우리돌의 들녘 : 국외독립운동 이야기-러시아, 네덜란드 편",김동우 글사진,수오서재,1,2025-07-01
1192,전자책,124930264,인문／사회,미국사를 뒤흔든 5대 전염병,김서형 저,믹스커피,1,2025-07-01
1193,전자책,126702144,국어와외국어,미국식 영작문 수업 : 미국 대학생의 글쓰기를 지도한 한국인의 토종 한국인을 위한  가장 체계적인 영작문 공부법,최정숙 저,동양북스(동양books),1,2025-07-01
1194,전자책,126702576,국어와외국어,미국식 영작문 수업 어휘 : 미국 대학생의 글쓰기를 지도한영작문 전문가가 알려주는빠르고 멀리 가는 어휘 학습법,최정숙 저,동양북스(동양books),1,2025-07-01
1195,전자책,126702182,국어와외국어,미국식 영작문 수업 입문 : 기본 문형으로 익히는 영작의 기술,최정숙 저,동양북스(동양books),1,2025-07-01
1196,전자책,126115748,경제／경영,미국주식 처음공부,"수미숨(상의민),애나정 공저",이레미디어,1,2025-07-01
1197,전자책,125801053,문학,미드나잇 레드카펫,김청귤 저,네오픽션,1,2025-07-01
1198,전자책,124832934,장르문학,미래 변호사 이난영,권유수 저,안전가옥,1,2025-07-01
1199,전자책,128539814,인문／사회,미래 지향 유아교육과 디지털 활용,조성웅 저,도서출판 어가,1,2025-07-01
1200,전자책,119109515,장르문학,미래과거시제,배명훈 저,북하우스,2,2025-07-01
1201,전자책,125833664,인문／사회,미래를 먼저 경험했습니다 : 아프간 난민과 함께한 울산의 1년,김영화 저,메멘토,1,2025-07-01
1202,전자책,112031659,자연과과학,미래를 바꾸는 탄소 농업 : 지속 가능한 환경 재생형 농업,허북구 저,중앙생활사,1,2025-07-01
1203,전자책,119838594,어린이/청소년,"미래를 살아갈 어린이들이 꼭 알아야 할 민주주의와 선거 : 시민과 민주주의, 빅데이터, 가짜 뉴스와 여론 조사, 전자 투표와 미래 선거! 동화로 보는 민주주의와 선거의 모든 것!",천윤정 글/박선하 그림,팜파스,1,2025-07-01
1204,전자책,126046287,인문／사회,미래를 여는 교육학,"김남주,김성원,류지훈 등저",박영스토리,1,2025-07-01
1205,전자책,119468503,어린이/청소년,미래를 읽는 최소한의 과학지식 : 젊은 과학자들이 주목한 논문으로 시작하는 교양과학,최지원 외저,가나출판사,1,2025-07-01
